,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
178,Kadence,"A311, 36"" 6-strings Acoustic Guitar with bag","₹5,248",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-A311-6-strings-Acoustic-Guitar/dp/B09BN1MN2T/ref=sr_1_101?keywords=guitar&qid=1652621843&sr=8-101
179,Kadence,"Guitar Frontier Series, Blue Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks, Guitar stand, Capo and Bag, Super Combo (Blue, Acoustic)","₹5,499.00",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Foldable-Strings/dp/B01CJJGEVS/ref=sr_1_102?keywords=guitar&qid=1652621843&sr=8-102
180,Yamaha,"Electric-Acoustic Guitar FSX80C Dreadnought With With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)","₹13,539",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Yamaha-Electric-Acoustic-FSX80C-Dreadnought-Plectrums/dp/B09HSJ6GPQ/ref=sr_1_103?keywords=guitar&qid=1652621843&sr=8-103
181,Kadence,"39” Classical Guitar Nylon Strings Acoustic Guitar with Truss Rod for Beginner Professional With Bag (30"" 1/4 Semi Acoustic Gl101R)","₹6,999.00",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-Classical-Acoustic-Beginner-Professional/dp/B09V2SPSDX/ref=sr_1_104?keywords=guitar&qid=1652621843&sr=8-104
182,Kadence,"Frontier guitar with Online Guitar learning course, Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","₹5,399.00",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A061107531TUGN5RHMV0N&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB01GDZ46AA%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26smid%3DAM04Z7MH4HSDD%26sr%3D8-1-spons%26psc%3D1%26smid%3DAM04Z7MH4HSDD&qualifier=1652621550&id=1831618335065109&widgetName=sp_atf
183,Kadence,"Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner (natural)","₹7,348.00",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0046612372SWJAK5T57D&url=%2FKadence-Frontier-Acoustic-Equalizer-Strings%2Fdp%2FB01HRIHH9E%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-2-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_atf
184,Vault,"Traveller 34 Inch Acoustic Guitar With Bag, Strap, Strings, Polishing Cloth, String Winder and Picks - Natural Gloss","₹3,799",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0745490374VP9DX2TU09&url=%2FTraveller-Acoustic-Guitar-Strings-Polishing%2Fdp%2FB07RK9962M%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-3-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_atf
185,Blueberry,"38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Black)","₹2,695",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0049561XBD14Z9O6GXG&url=%2FBlueberry-38C-Acoustic-Guitar-Strings%2Fdp%2FB08KLMV4XX%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-4-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_atf
186,Intern,"INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black","₹2,150",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sr_1_5?keywords=guitar&qid=1652621550&sr=8-5
187,Juarez,"Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black","₹2,850",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_omk_6?keywords=guitar&qid=1652621550&sr=8-6
188,Medellin,"38"" Acoustic Guitar Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand.","₹1,899",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSFP7JK/ref=sr_1_7?keywords=guitar&qid=1652621550&sr=8-7
189,Intern,"INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black","₹2,150",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sxin_14?asc_contentid=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&creativeASIN=B073B6TQQY&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=guitar&linkCode=oas&pd_rd_i=B073B6TQQY&pd_rd_r=ca3dd11c-878e-4c1c-a24c-47c6fb5e3042&pd_rd_w=pF4Bu&pd_rd_wg=FpPBl&pf_rd_p=f50b8836-bf86-46c0-a999-ee1dda2b7d1f&pf_rd_r=T9C1ZVFSPSZX2632QWFG&qid=1652621550&sr=1-1-61f4c597-7a45-4a97-bd75-c52903f8ee93&tag=hznew-21
190,Kadence,"Frontier guitar with Online Guitar learning course, Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","₹5,399.00",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sxin_14?asc_contentid=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&creativeASIN=B01GDZ46AA&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=guitar&linkCode=oas&pd_rd_i=B01GDZ46AA&pd_rd_r=ca3dd11c-878e-4c1c-a24c-47c6fb5e3042&pd_rd_w=pF4Bu&pd_rd_wg=FpPBl&pf_rd_p=f50b8836-bf86-46c0-a999-ee1dda2b7d1f&pf_rd_r=T9C1ZVFSPSZX2632QWFG&qid=1652621550&smid=AM04Z7MH4HSDD&sr=1-2-61f4c597-7a45-4a97-bd75-c52903f8ee93&tag=hznew-21
191,Juarez,"Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, TBS Transparent Blue Sunburst","₹2,648",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sxin_14?asc_contentid=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&creativeASIN=B01FYYTDS6&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=guitar&linkCode=oas&pd_rd_i=B01FYYTDS6&pd_rd_r=ca3dd11c-878e-4c1c-a24c-47c6fb5e3042&pd_rd_w=pF4Bu&pd_rd_wg=FpPBl&pf_rd_p=f50b8836-bf86-46c0-a999-ee1dda2b7d1f&pf_rd_r=T9C1ZVFSPSZX2632QWFG&qid=1652621550&sr=1-3-61f4c597-7a45-4a97-bd75-c52903f8ee93&tag=hznew-21
192,Epiphone,"Les Paul SL 6 Strings Right Handed Electric Guitar, Color Vintage Sunburst","₹12,999",7 Days Replacement,"FREE delivery: Monday, May 23 Details",In Stock,https://www.amazon.in/Epiphone-ENOLVSCH1-Electric-Guitars-Sunburst/dp/B075BTXVDJ/ref=sxin_14?asc_contentid=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&creativeASIN=B075BTXVDJ&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.1320a493-71c5-4ff9-a1fa-1353eba85472.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=guitar&linkCode=oas&pd_rd_i=B075BTXVDJ&pd_rd_r=ca3dd11c-878e-4c1c-a24c-47c6fb5e3042&pd_rd_w=pF4Bu&pd_rd_wg=FpPBl&pf_rd_p=f50b8836-bf86-46c0-a999-ee1dda2b7d1f&pf_rd_r=T9C1ZVFSPSZX2632QWFG&qid=1652621550&sr=1-4-61f4c597-7a45-4a97-bd75-c52903f8ee93&tag=hznew-21
193,Intern,38C Cutaway Design Black Acoustic Guitar with Picks & Carry Bag,"₹2,090",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/Intern-38-inch-Cutaway-Design-Acoustic/dp/B07X4PN85R/ref=sr_1_8?keywords=guitar&qid=1652621550&sr=8-8
194,Intern,"INT-38C Acoustic Guitar Kit (Sunburst) with Carry bag, Picks, Strings set and Guitar Strap, Small","₹2,190",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Sunburst/dp/B073B5MJRM/ref=sr_1_9?keywords=guitar&qid=1652621550&sr=8-9
195,Kadence,"Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black EQ, Electric Acoustic)","₹5,499.00",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_10?keywords=guitar&qid=1652621550&smid=AM04Z7MH4HSDD&sr=8-10
196,Photron,"Acoustic Guitar, 38 Inch Cutaway, PH38C/BK with Picks Only, Black (Without Bag, Strap and Extra Strings)","₹1,990",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Photron-Acoustic-Cutaway-PH38C-BK/dp/B076T8V8NB/ref=sr_1_11?keywords=guitar&qid=1652621550&sr=8-11
197,JUAREZ,"JRZ38C Right Handed Acoustic Guitar with Bag, Strings, Pick and Strap (Natural, 6 Strings)","₹2,844",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_12?keywords=guitar&qid=1652621550&sr=8-12
198,Medellin,"38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Sunburst finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","₹1,899",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSGN39M/ref=sr_1_13?keywords=guitar&qid=1652621550&sr=8-13
199,Hovner,"215 Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","₹4,280",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Rosewood-Fretboard-Acoustic-Strings-K-Retail/dp/B07KLG8C4P/ref=sr_1_14?keywords=guitar&qid=1652621550&sr=8-14
200,Intern,"INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Red","₹2,190",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_15?keywords=guitar&qid=1652621550&sr=8-15
201,Kadence,"Frontier guitar with Online Guitar learning course, Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","₹5,399.00",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_16?keywords=guitar&qid=1652621550&smid=AM04Z7MH4HSDD&sr=8-16
202,Intern,"INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Black, 6 Strings)","₹2,290",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_17?keywords=guitar&qid=1652621550&sr=8-17
203,Intern,"38C Acoustic Steel-string Guitar Premium White Cutaway Design with carry bag, strings, guitar strap and plectrums (INT-38C-WH)","₹2,190",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-Acoustic-Steel-string-plectrums-INT-38C-WH/dp/B09LR94Z2X/ref=sr_1_18?keywords=guitar&qid=1652621550&sr=8-18
204,Juarez,"Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, TBS Transparent Blue Sunburst","₹2,648",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_19?keywords=guitar&qid=1652621550&sr=8-19
205,HOMME,STORE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,₹899,7 Days Replacement,FREE delivery: May 17 - 21 Details,In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0781470356P60BY9NFAO&url=%2FHOMME-STORE-Instrument-Educational-Instruments%2Fdp%2FB09MM9NBZC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-21-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_mtf
206,HOMME,STORE 4 String Guitar Kids Brown Plastic 4 String Acoustic Guitar for Kids Musical Instrument Learning Educational Small Toy for Boys & Girls (Wooden Guitar) (1),₹899,7 Days Replacement,FREE delivery: May 20 - 26 Details,In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08802611ONKSOGJ9HGRR&url=%2FHOMME-STORE-Acoustic-Instrument-Educational%2Fdp%2FB09RK4CWGK%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-22-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_mtf
207,Blueberry,"B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Brown)","₹4,295",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00513451NPSOUKP9NKFP&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF7G2D%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-23-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_mtf
208,SHARE,"BY Blueberry R-40- Trussrod Acoustic Guitar Kit with Bag, Strap, One Pack Strings and Picks (Natural)","₹3,990",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0051781CZ5EMAAQHR9T&url=%2FBlueberry-Trussrod-Acoustic-Strings-Natural%2Fdp%2FB09WLNQFC9%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dguitar%26qid%3D1652621550%26sr%3D8-24-spons%26psc%3D1&qualifier=1652621550&id=1831618335065109&widgetName=sp_mtf
209,Yamaha,"FS100C Acoustic Guitar, Black","₹9,990",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_25?keywords=guitar&qid=1652621550&sr=8-25
210,Kadence,Acoustica 34” Acoustic Guitar A03 with bag,"₹5,248",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_26?keywords=guitar&qid=1652621550&sr=8-26
211,Juarez,"Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, 3TS Sunburst","₹2,779",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_27?keywords=guitar&qid=1652621550&sr=8-27
212,Hovner,"Carlton Special Quality Rosewood Fretboard Blue Semi Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail (Blue)","₹4,490",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Carlton-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KK8P9VB/ref=sr_1_28?keywords=guitar&qid=1652621550&sr=8-28
213,Juarez,"Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black","₹2,872",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_29?keywords=guitar&qid=1652621550&sr=8-29
214,Intern,"INT-38C-SB-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Sunburst, 6 Strings)","₹2,290",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Intern-INT-38C-SB-G-Guitar-Kit-Sunburst/dp/B07K8WLPLH/ref=sr_1_30?keywords=guitar&qid=1652621550&sr=8-30
215,Kordz,"Luana Natural Wooden 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","₹3,600",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Kordz-Luana-Natural-Rosewood-Fretboard/dp/B07V4Y1V9M/ref=sr_1_31?keywords=guitar&qid=1652621550&sr=8-31
216,JUAREZ,"JRZ38CTR/BK 38 Inch Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, Black","₹3,416",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/JUAREZ-JRZ38CTR-BK-Acoustic-Guitar/dp/B08FTZK7H8/ref=sr_1_32?keywords=guitar&qid=1652621550&sr=8-32
217,Kadence,"Guitar Acoustica Series A05, Electric Acoustic Guitar, Zebra Wood with Pickup, Inbuilt tuner and Bag (Zebra Wood, Electro Acoustic)","₹7,499.00",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-Zebra/dp/B07KXNKLJ2/ref=sr_1_33?keywords=guitar&qid=1652621550&sr=8-33
218,Yamaha,C-40 Fullsized Classic Guitar With Gloss Finish,"₹8,890",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Yamaha-Fullsized-Classic-Guitar-Finish/dp/B005B6EZ36/ref=sr_1_34?keywords=guitar&qid=1652621550&sr=8-34
219,Blueberry,"38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Natural)","₹2,695",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/Blueberry-38C-Acoustic-Strings-Natural/dp/B08KLNFL2Y/ref=sr_1_35?keywords=guitar&qid=1652621550&sr=8-35
220,Yamaha,FSX80C Semi Acoustic Cutaway Guitar with Bag (Black),"₹12,690",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Guitar/dp/B09HL5WFDX/ref=sr_1_36?keywords=guitar&qid=1652621550&sr=8-36
221,Yamaha,"Acoustic Guitar F280 Dreadnought With Mexa Sponge Bag Belt,Plectrums, String Set & Guitar Stand (Natural)","₹9,389",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Acoustic-F280-Dreadnought-Plectrums-Natural/dp/B092TPXZRN/ref=sr_1_37?keywords=guitar&qid=1652621550&sr=8-37
222,INTERN,"Cutaway Design Acoustic Guitar Pack -Humidity Proof body, Bend resistance, Durable Action, Natural tone & bright resonance. Blue Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set, Picks","₹2,589",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Cutaway-Acoustic-Humidity-resistance-resonance/dp/B09RRH7R5F/ref=sr_1_38?keywords=guitar&qid=1652621550&sr=8-38
223,Vault,JB5 Jazz Bass 5 String Bass Guitar - White,"₹10,999",7 Days Replacement,"FREE delivery: Sunday, May 22 Details",In Stock,https://www.amazon.in/Vault-Jazz-Bass-String-Guitar/dp/B0B12CPQ1S/ref=sr_1_39?keywords=guitar&qid=1652621550&sr=8-39
224,Neowood,"AT-01A-Guitar Tuner-Black Automatic Digital Tuner (Chromatic: Yes, Black)",₹249,7 Days Replacement,"FREE delivery: Wednesday, May 18 Details",In Stock,https://www.amazon.in/Neowood-AT-01A-Guitar-Tuner-Black-Automatic-Chromatic/dp/B09XHTXG97/ref=sr_1_40?keywords=guitar&qid=1652621550&sr=8-40
225,Medellin,"38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Pink finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","₹2,499",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_41?keywords=guitar&qid=1652621550&sr=8-41
226,Intern,"INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Natural","₹2,190",7 Days Replacement,FREE delivery: May 20 - 30 Details,In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_42?keywords=guitar&qid=1652621550&sr=8-42
227,Juarez,"JRZ-ST01 6-String Electric Guitar, Right Handed, Full Black, with Case/Bag and Picks","₹6,218",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOGM/ref=sr_1_43?keywords=guitar&qid=1652621550&sr=8-43
228,Vault,"Traveller 34 Inch Acoustic Guitar With Bag, Strap, Strings, Polishing Cloth, String Winder and Picks - Natural Gloss","₹3,799",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Traveller-Acoustic-Guitar-Strings-Polishing/dp/B07RK9962M/ref=sr_1_44?keywords=guitar&qid=1652621550&sr=8-44
229,Kadence,"Frontier Series,Black Acoustic Guitar With Die Cast Keys Combo (Bag,strap,strings and 3 picks)","₹4,999.00",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01CJJG328/ref=sr_1_45?keywords=guitar&qid=1652621550&sr=8-45
230,Yamaha,"F310 Acoustic Guitar, Tobacco Brown Sunburst","₹9,490",7 Days Replacement,"FREE delivery: Sunday, May 22 Details",In Stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08Z35ZR9Y/ref=sr_1_46?keywords=guitar&qid=1652621550&sr=8-46
231,Kadence,"Astro Man Electric Guitar, 24 FRETS, H- S - S PICK UPS Walnut Top with Alder wood Back and Sides (white)","₹8,999.00",7 Days Replacement,FREE delivery: May 17 - 21 Details,In Stock,https://www.amazon.in/Kadence-Astro-Electric-Guitar-FRETS/dp/B09YHPH1MZ/ref=sr_1_47?keywords=guitar&qid=1652621550&sr=8-47
232,Ketostics™,"Venus Special Cutaway Rosewood 41 Inch Givson Venus Special Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Red)","₹3,799",7 Days Replacement,"FREE delivery: Thursday, May 19 Details",In Stock,https://www.amazon.in/Ketostics-Givson-Special-Acoustic-plectrums/dp/B07RDC1CW2/ref=sr_1_48?keywords=guitar&qid=1652621550&sr=8-48
233,Yamaha,"FS100C Acoustic Guitar, Natural","₹9,990",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_49?keywords=guitar&qid=1652621550&sr=8-49
234,Givsun,"Crown Special (Black Matt) 6-string Cut A Way,Right hand Acoustic Semi-Electric Guitar with Bag and Free 1set string,2picks.","₹3,970",7 Days Replacement,"FREE delivery: Friday, May 20 Details",In Stock,https://www.amazon.in/Special-6-string-Acoustic-Semi-Electric-2picks/dp/B09K7VWKBM/ref=sr_1_50?keywords=guitar&qid=1652621550&sr=8-50
235,Kadence,"AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Black combo with Bag, Guitar strap,guitar cable and Picks","₹6,999",7 Days Replacement,"FREE delivery: Saturday, May 21 Details",In Stock,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGW6JVL/ref=sr_1_51?keywords=guitar&qid=1652621550&sr=8-51
